url,redir
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
https://www.manh.com/point-of-sale,https://www.manh.com/products/point-of-sale
http://www.manh.com/es-pa,https://www.manh.com/es-pa
http://www.manh.com/nl-nl,https://www.manh.com/nl-nl
http://www.manh.com/en-au,https://www.manh.com/en-au
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
http://www.manh.com/en-ae,https://www.manh.com/en-ae
http://www.manh.com/th-th,https://www.manh.com/th-th
http://www.manh.com/pt-br,https://www.manh.com/pt-br
http://www.manh.com/is-is,https://www.manh.com/is-is
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
http://www.manh.com/zh-cn,https://www.manh.com/zh-cn
http://www.manh.com/ms-my,https://www.manh.com/ms-my
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
http://www.manh.com/en-hk,https://www.manh.com/en-hk
http://www.manh.com/es,https://www.manh.com/es
http://www.manh.com/en-in,https://www.manh.com/en-in
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
http://www.manh.com/ro-ro,https://www.manh.com/ro-ro
http://www.manh.com/pl-pl,https://www.manh.com/pl-pl
https://www.manh.com/en-gb/nowhere,https://www.manh.com/en-gb/nowhere
http://www.manh.com/de-de,https://www.manh.com/de-de
http://www.manh.com/en-nz,https://www.manh.com/en-nz
http://www.manh.com/fr-fr,http://www.manh.com/fr-fr
http://www.manh.com/fr-fr,http://www.manh.com/fr-fr
http://www.manh.com/fr-fr,http://www.manh.com/fr-fr
http://www.manh.com/fr-fr,http://www.manh.com/fr-fr
http://www.manh.com/ja-jp,https://www.manh.com/ja-jp
http://www.manh.com/pt-pt,https://www.manh.com/pt-pt
http://www.manh.com/nl-be,https://www.manh.com/nl-be
http://www.manh.com/it-it,https://www.manh.com/it-it
http://www.manh.com/en-nl,https://www.manh.com/en-nl
http://www.manh.com/en-za,https://www.manh.com/en-za
http://www.manh.com/no-no,https://www.manh.com/no-no
http://www.manh.com/privacy-policyIf,https://www.manh.com/privacy-policyIf
http://www.manh.com/en-sg,https://www.manh.com/en-sg
http://www.manh.com/fi-fi,https://www.manh.com/fi-fi
http://www.manh.com/es-es,https://www.manh.com/es-es
http://www.manh.com/en-gb/,https://www.manh.com/en-gb/
http://www.manh.com/why-manhattan/partners/technology/microsoft-azure,https://www.manh.com/why-manhattan/partners/technology/microsoft-azure
https://www.manh.com/products/distribution-management/reviews,https://www.manh.com/products/distribution/reviews
http://www.manh.com/privacy-policy,https://www.manh.com/privacy-policy
https://www.manh.com/products/distribution-management/customers,https://www.manh.com/products/distribution/customers
http://www.manh.com/resources/press-releases/2014/08/05/manhattan-associates-recognized-product-leadership,https://www.manh.com/resources/press-releases/2014/08/05/manhattan-associates-recognized-product-leadership
https://www.manh.com/es-es/nowhere,https://www.manh.com/es-es
http://www.manh.com/products/distributed-order-management,https://www.manh.com/products/distributed-order-management
https://www.manh.com/ja-jp/nowhere,https://www.manh.com/ja-jp
http://www.manh.com/en-au/contact-us,https://www.manh.com/en-au/contact-us
http://www.manh.com/en-nl/products/store-fulfilment,https://www.manh.com/en-nl/products/store-fulfilment
https://www.manh.com/en-au/nowhere,https://www.manh.com/en-au
https://www.manh.com/en-gb/,https://www.manh.com/en-gb
https://www.manh.com/exchange,http://info.manh.com/EMEA-Exchange.html
https://www.manh.com/zh-cn/nowhere,https://www.manh.com/zh-cn
http://www.manh.com/en-gb/resources/press-releases/2017/05/10/manhattan-associates-unveils-manhattan-activetm-supply-chain ,https://www.manh.com/en-gb/resources/press-releases/2017/05/10/manhattan-associates-unveils-manhattan-activetm-supply-chain 
http://www.manh.com/en-gb/privacy-policy,https://www.manh.com/en-gb/privacy-policy
http://www.manh.com/?utm_medium=manh&utm_source=manh_us_&utm_campaign=15jan09_us_nrf_2015&utm_content=press_release_distribution,https://www.manh.com/?utm_medium=manh&utm_source=manh_us_&utm_campaign=15jan09_us_nrf_2015&utm_content=press_release_distribution
https://www.manh.com/pt-br/nowhere,https://www.manh.com/pt-br
https://www.manh.com/es/nowhere,https://www.manh.com/es
https://www.manh.com/extended-enterprise/services,https://www.manh.com/products/extended-enterprise/services
http://www.manh.com/en-au/privacy-policy,https://www.manh.com/en-au/privacy-policy
http://www.manh.com/es/politica-de-privacidad,https://www.manh.com/es/politica-de-privacidad
https://www.manh.com/events/2017/08/28/Llambert@manh.com,https://www.manh.com/events
http://www.manh.com/en-nl/products/manhattan-scale,https://www.manh.com/en-nl/products/manhattan-scale
http://www.manh.com/es/contactenos,https://www.manh.com/es/contactenos
http://www.manh.com/es/terminos-de-uso,https://www.manh.com/es/terminos-de-uso
http://www.manh.com/en-nl/products/distributed-order-management,https://www.manh.com/en-nl/products/distributed-order-management
http://www.manh.com/en-gb/contact-us,https://www.manh.com/en-gb/contact-us
http://www.manh.com/solutions/order-lifecycle-management/store-commerce-activation,https://www.manh.com/solutions/order-lifecycle-management/store-commerce-activation
http://www.manh.com/en-au/terms-of-use,https://www.manh.com/en-au/terms-of-use
http://www.manh.com/contact-us,https://www.manh.com/contact-us
https://www.manh.com/exchanges,http://info.manh.com/Exchange-2018.html
http://www.manh.com/es/eventos/2017/08/07/manhattan-exchange-2017,https://www.manh.com/es/eventos/2017/08/07/manhattan-exchange-2017
http://www.manh.com/nl-nl/contact,https://www.manh.com/nl-nl/contact
http://www.manh.com/en-gb/products/warehouse-management,https://www.manh.com/en-gb/products/warehouse-management
http://www.manh.com/active/omni,https://www.manh.com/active/omni
https://www.manh.com/de-de/nowhere,https://www.manh.com/de-de
http://www.manh.com/en-gb/terms-of-use,https://www.manh.com/en-gb/terms-of-use
http://www.manh.com/en-nl/resources/articles/2016/03/09/consumerisation-wholesale-commerce,https://www.manh.com/en-nl/resources/articles/2016/03/09/consumerisation-wholesale-commerce
https://www.manh.com/fr-fr/nowhere,https://www.manh.com/fr-fr
https://www.manh.com/en-nl/nowhere,https://www.manh.com/en-nl
http://manh.com/es,http://www.manh.com/es
http://www.manh.com/nl-nl/gebruiksvoorwaarden,https://www.manh.com/nl-nl/gebruiksvoorwaarden
http://www.manh.com/nl-nl/privacybeleid,https://www.manh.com/nl-nl/privacybeleid
https://www.manh.com/nl-nl/nowhere,https://www.manh.com/nl-nl
http://www.manh.com/platforms/manhattan-scale,https://www.manh.com/platforms/manhattan-scale
http://www.manh.com/resources/articles/2017/03/08/ebb-and-flow-inventory-part-1-best-practices-front-loading-inventory,https://www.manh.com/resources/articles/2017/03/08/ebb-and-flow-inventory-part-1-best-practices-front-loading-inventory
http://www.manh.com/resources/articles/2015/06/16/getting-roi-replenishment,https://www.manh.com/resources/articles/2015/06/16/getting-roi-replenishment
http://www.manh.com/zh-cn/,https://www.manh.com/zh-cn/
https://www.manh.com/it-it/resources/press-releases,https://www.manh.com/it-it/risorse/comunicati-stampa
https://www.manh.com/de-de/resources/articles,https://www.manh.com/de-de/quellen/artikel
http://www.manh.com/pt-br/politica-de-privacidade,https://www.manh.com/pt-br/politica-de-privacidade
http://www.manh.com/resources/articles/2015/11/17/smart-mpos-and-untethered-associate,https://www.manh.com/resources/articles/2015/11/17/smart-mpos-and-untethered-associate
